claim_type,claim_amount,fraudulent,coverage,deductible,townsize,gender,edcat,job_start_date,retire,income,marital
Water damage,22.822,No,235,2000,"< 2,500",Male,High school degree,10/29/07,No,42,Married
Theft/Vandalism,5.924,No,70,1000,"50,000-249,999",Female,Did not complete high school,8/16/77,Yes,17,Married
Theft/Vandalism,9.539,No,236,2000,"2,500-9,999",Female,College degree,12/6/91,No,107,Unmarried
Wind/Hail,14.767,No,318,2000,"< 2,500",Female,Post-undergraduate degree,10/23/04,No,55,Married
Fire/Smoke,82,No,82,500,"50,000-249,999",Male,Some college,3/18/87,No,50,Married
Fire/Smoke,224,Yes,224,500,"2,500-9,999",Male,College degree,10/24/08,No,21,Unmarried
Water damage,13.785,No,93,1000,"10,000-49,999",Female,Some college,1/2/08,No,14,Unmarried
Water damage,8.649,No,82,500,"10,000-49,999",Female,Did not complete high school,8/15/04,No,20,Married
Theft/Vandalism,7.798,No,129,1000,"< 2,500",Male,Did not complete high school,11/11/01,No,38,Married
Theft/Vandalism,16.688,No,267,2000,"> 250,000",Female,College degree,12/25/83,No,156,Married
Wind/Hail,12.668,No,291,1000,"> 250,000",Female,High school degree,8/30/00,No,44,Unmarried
Contamination,23.01,No,67,1000,"50,000-249,999",Female,High school degree,9/4/07,No,47,Married
Water damage,51.15,No,550,1000,"10,000-49,999",Female,College degree,1/26/93,No,155,Married
Theft/Vandalism,10.572,No,219,1000,"2,500-9,999",Female,College degree,6/23/01,No,46,Married
Wind/Hail,5.594,No,128,1000,"> 250,000",Female,College degree,1/1/07,No,50,Unmarried
Fire/Smoke,76.949,No,202,1000,"2,500-9,999",Male,High school degree,5/18/03,No,34,Unmarried
Theft/Vandalism,10.84125,Yes,143,2000,"10,000-49,999",Male,Did not complete high school,3/29/05,No,39,Unmarried
Wind/Hail,4.279,No,69,1000,"10,000-49,999",Female,College degree,3/3/90,Yes,12,Married
Fire/Smoke,34.439,No,90,3000,"50,000-249,999",Female,Post-undergraduate degree,2/20/07,No,54,Unmarried
Wind/Hail,5.188,No,60,2000,"10,000-49,999",Female,Did not complete high school,1/9/07,No,27,Married
Theft/Vandalism,32.456,No,531,3000,"50,000-249,999",Female,High school degree,9/30/89,No,47,Married
Theft/Vandalism,7.217,No,217,1000,"2,500-9,999",Male,High school degree,12/8/96,Yes,33,Married
Fire/Smoke,71.659,No,164,500,"10,000-49,999",Female,High school degree,7/16/01,No,22,Married
Wind/Hail,7.068,No,85,500,"> 250,000",Female,Did not complete high school,8/14/04,No,43,Married
Fire/Smoke,41.464,No,101,2000,"> 250,000",Female,Did not complete high school,12/19/08,No,23,Married
Water damage,8.784,No,74,3000,"50,000-249,999",Male,College degree,11/12/83,Yes,46,Married
Fire/Smoke,65.062,No,120,1000,"10,000-49,999",Male,High school degree,5/30/91,No,88,Married
Water damage,8.672,No,89,1000,"50,000-249,999",Male,High school degree,3/14/95,No,39,Married
Water damage,11.146,No,109,1000,"2,500-9,999",Male,College degree,8/22/08,No,31,Unmarried
Wind/Hail,56.825,No,986,3000,"10,000-49,999",Female,Post-undergraduate degree,12/2/07,No,54,Unmarried
Fire/Smoke,176.145,No,442,1000,"10,000-49,999",Male,Did not complete high school,12/24/97,No,49,Unmarried
Theft/Vandalism,6.614,No,89,1000,"< 2,500",Male,Post-undergraduate degree,7/20/83,Yes,31,Unmarried
Wind/Hail,2.874,No,85,3000,"10,000-49,999",Male,Did not complete high school,9/9/02,No,36,Unmarried
Theft/Vandalism,10.792,No,354,2000,"> 250,000",Male,Some college,6/19/88,No,62,Unmarried
Theft/Vandalism,4.266,No,104,1000,"50,000-249,999",Male,Did not complete high school,1/9/84,Yes,31,Unmarried
Theft/Vandalism,2.924,No,98,500,"< 2,500",Female,Some college,2/2/90,No,129,Married
Fire/Smoke,190,No,190,1000,"50,000-249,999",Female,High school degree,12/25/03,No,56,Married
Water damage,340.041,No,1064,2000,"2,500-9,999",Female,Some college,5/15/04,No,117,Unmarried
Wind/Hail,8.907,No,124,2000,"50,000-249,999",Male,High school degree,10/30/01,No,44,Married
Wind/Hail,9.004,No,73,3000,"> 250,000",Male,High school degree,5/4/83,Yes,9,Married
Fire/Smoke,72.696,No,196,3000,"50,000-249,999",Male,High school degree,9/15/08,No,22,Unmarried
Theft/Vandalism,5.554,No,154,1000,"10,000-49,999",Female,Some college,1/9/90,Yes,19,Unmarried
Fire/Smoke,703.714,No,1721,3000,"> 250,000",Male,College degree,9/8/99,No,313,Married
Wind/Hail,39.112,No,804,2000,"> 250,000",Female,College degree,11/12/01,No,100,Unmarried
Theft/Vandalism,6.656,No,155,1000,"10,000-49,999",Female,Some college,8/7/08,No,16,Unmarried
Fire/Smoke,28.2513,Yes,69,1000,"10,000-49,999",Female,College degree,6/30/00,Yes,11,Married
Water damage,18.734,No,184,1000,"2,500-9,999",Male,College degree,10/20/05,No,62,Married
Theft/Vandalism,25.865,No,610,3000,"2,500-9,999",Male,Post-undergraduate degree,2/19/97,No,104,Unmarried
Theft/Vandalism,6.305,No,71,1000,"2,500-9,999",Female,Did not complete high school,5/28/02,No,44,Married
Theft/Vandalism,55.98,No,1067,3000,"> 250,000",Male,College degree,3/14/93,No,99,Unmarried
Fire/Smoke,221.632,No,514,3000,"< 2,500",Female,Some college,11/28/07,No,83,Married
Contamination,23.665,No,82,500,"> 250,000",Male,Did not complete high school,6/5/07,No,30,Unmarried
Wind/Hail,43.74,No,977,3000,"< 2,500",Male,Some college,10/9/93,No,89,Married
Fire/Smoke,42.082,No,132,500,"50,000-249,999",Male,High school degree,3/7/86,No,60,Married
Theft/Vandalism,36.679,No,595,3000,"2,500-9,999",Male,Some college,3/6/07,No,66,Married
Fire/Smoke,29.482,No,60,1000,"50,000-249,999",Male,High school degree,8/10/92,No,70,Married
Contamination,37.568,No,87,1000,"< 2,500",Male,Did not complete high school,4/17/03,No,33,Married
Wind/Hail,2.668,No,60,2000,"< 2,500",Female,High school degree,5/21/04,No,30,Married
Wind/Hail,11.398,No,246,1000,"10,000-49,999",Female,Some college,4/18/92,No,121,Married
Fire/Smoke,254.432,No,634,3000,"2,500-9,999",Male,High school degree,1/12/04,No,24,Unmarried
Wind/Hail,20.431,No,366,3000,"10,000-49,999",Male,High school degree,7/29/97,No,58,Unmarried
Theft/Vandalism,3.134,No,73,3000,"50,000-249,999",Female,High school degree,2/20/97,Yes,12,Unmarried
Theft/Vandalism,10.982,No,210,2000,"> 250,000",Female,Post-undergraduate degree,7/12/97,No,134,Married
Wind/Hail,2.188,No,55,1000,"10,000-49,999",Male,College degree,5/5/79,Yes,28,Married
Fire/Smoke,57.155,No,160,3000,"> 250,000",Male,College degree,9/7/08,No,43,Married
Theft/Vandalism,18.31,No,318,2000,"50,000-249,999",Male,High school degree,9/27/85,No,65,Married
Fire/Smoke,61,No,61,1000,"50,000-249,999",Male,Some college,1/23/07,No,17,Married
Theft/Vandalism,17.441,No,120,1000,"> 250,000",Female,High school degree,7/10/99,No,33,Unmarried
Fire/Smoke,640,No,640,2000,"< 2,500",Male,Some college,8/10/02,No,58,Unmarried
Theft/Vandalism,32.894,No,644,3000,"10,000-49,999",Female,College degree,5/26/99,No,134,Married
Fire/Smoke,47.457,No,129,500,"> 250,000",Male,Did not complete high school,5/7/05,No,36,Married
Water damage,40.419,No,318,1000,"50,000-249,999",Male,Post-undergraduate degree,6/26/07,No,70,Married
Wind/Hail,6.684,No,135,1000,"50,000-249,999",Male,College degree,2/11/82,Yes,46,Married
Wind/Hail,66.043,No,1294,3000,"2,500-9,999",Male,Did not complete high school,6/11/79,No,152,Married
Wind/Hail,6.118,No,117,3000,"> 250,000",Female,High school degree,4/20/00,No,56,Married
Theft/Vandalism,22.742,No,134,3000,"> 250,000",Female,College degree,11/23/84,Yes,35,Married
Wind/Hail,11.007,No,107,1000,"< 2,500",Female,Some college,7/23/03,No,83,Unmarried
Theft/Vandalism,7.875,No,179,1000,"< 2,500",Female,Did not complete high school,12/20/93,No,73,Married
Wind/Hail,6.7389,Yes,78,1000,"> 250,000",Female,College degree,6/26/04,No,37,Married
Contamination,63.658,No,156,500,"10,000-49,999",Female,Some college,6/19/05,No,46,Married
Wind/Hail,6.416,No,115,1000,"50,000-249,999",Female,Post-undergraduate degree,5/28/04,No,60,Married
Fire/Smoke,109.621,No,238,3000,"50,000-249,999",Female,College degree,5/24/02,No,73,Married
Theft/Vandalism,10.649,No,197,1000,"10,000-49,999",Male,Did not complete high school,6/4/90,No,65,Married
Wind/Hail,5.783,No,100,1000,"< 2,500",Female,Did not complete high school,1/9/04,No,34,Married
Fire/Smoke,689,No,689,3000,"50,000-249,999",Female,College degree,1/8/03,No,86,Married
Fire/Smoke,46.9476,Yes,118,1000,"< 2,500",Male,Some college,9/17/96,No,65,Married
Fire/Smoke,76.189,No,214,3000,"50,000-249,999",Female,Did not complete high school,9/27/97,No,51,Unmarried
Theft/Vandalism,7.23,No,213,2000,"> 250,000",Male,High school degree,1/3/06,No,58,Married
Fire/Smoke,457.407,No,1166,3000,"10,000-49,999",Male,College degree,8/29/92,No,82,Unmarried
Water damage,93.608,No,330,1000,"2,500-9,999",Male,High school degree,10/16/80,No,88,Married
Theft/Vandalism,71.686,No,1247,3000,"2,500-9,999",Male,College degree,11/30/03,No,204,Married
Water damage,22.57,No,319,1000,"> 250,000",Male,College degree,10/9/90,No,81,Unmarried
Fire/Smoke,217,No,217,1000,"> 250,000",Female,College degree,9/21/98,No,43,Unmarried
Fire/Smoke,425.561,No,1060,3000,"10,000-49,999",Female,High school degree,1/4/03,No,54,Married
Fire/Smoke,88.0425,Yes,214,2000,"2,500-9,999",Female,High school degree,3/9/98,No,60,Married
Theft/Vandalism,4.242,No,64,3000,"10,000-49,999",Male,High school degree,8/26/98,Yes,14,Married
Theft/Vandalism,3.65925,Yes,76,1000,"2,500-9,999",Female,Some college,8/11/04,No,34,Married
Fire/Smoke,492,No,492,1000,"> 250,000",Male,Some college,4/29/79,Yes,123,Unmarried
Theft/Vandalism,3.663,No,137,500,"> 250,000",Male,Did not complete high school,2/7/02,No,29,Married
Fire/Smoke,23.276,No,71,500,"50,000-249,999",Male,Some college,4/27/81,Yes,77,Unmarried
Water damage,9.4101,Yes,91,2000,"2,500-9,999",Female,Post-undergraduate degree,2/15/01,No,39,Married
Theft/Vandalism,10.649,No,195,3000,"50,000-249,999",Female,Did not complete high school,7/12/07,No,14,Married
Theft/Vandalism,33.466,No,615,3000,"10,000-49,999",Female,Post-undergraduate degree,5/11/01,No,237,Married
Fire/Smoke,499.354,No,1254,3000,"> 250,000",Female,High school degree,6/22/86,No,48,Married
Theft/Vandalism,12.223,No,155,500,"2,500-9,999",Female,Some college,12/14/96,No,35,Unmarried
Water damage,16.17,No,202,3000,"2,500-9,999",Female,Some college,7/26/03,No,61,Unmarried
Water damage,4.027,No,77,1000,"10,000-49,999",Male,High school degree,5/31/05,No,22,Married
Water damage,104.058,No,1060,3000,"50,000-249,999",Female,Some college,11/11/00,No,94,Unmarried
Wind/Hail,4.568,No,142,500,"10,000-49,999",Female,Some college,5/17/05,No,21,Married
Wind/Hail,12.032,No,126,1000,"> 250,000",Female,High school degree,3/14/08,No,28,Married
Theft/Vandalism,12.092,No,193,1000,"< 2,500",Female,High school degree,7/23/03,No,32,Unmarried
Wind/Hail,6.866,No,100,1000,"> 250,000",Female,Did not complete high school,6/24/87,No,50,Unmarried
Fire/Smoke,352.391,No,851,1000,"10,000-49,999",Female,College degree,9/2/90,No,407,Married
Wind/Hail,3.13215,Yes,68,1000,"50,000-249,999",Male,High school degree,5/1/08,No,14,Married
Theft/Vandalism,24.823,No,520,3000,"50,000-249,999",Female,Some college,2/18/94,No,133,Unmarried
Wind/Hail,11.581,No,294,2000,"2,500-9,999",Male,College degree,12/15/84,No,148,Married
Theft/Vandalism,5.978,No,109,1000,"2,500-9,999",Male,High school degree,3/24/08,No,22,Unmarried
Wind/Hail,30,No,623,3000,"10,000-49,999",Male,Some college,1/20/97,No,119,Married
Fire/Smoke,31.56,No,87,2000,"< 2,500",Female,High school degree,11/25/08,No,31,Married
Wind/Hail,22.371,No,621,3000,"2,500-9,999",Female,High school degree,6/12/04,Yes,12,Unmarried
Fire/Smoke,61.117,No,151,500,"50,000-249,999",Male,Some college,5/9/98,No,48,Married
Theft/Vandalism,24.075,No,388,3000,"50,000-249,999",Female,High school degree,8/1/95,No,64,Married
Wind/Hail,11.928,No,194,1000,"10,000-49,999",Female,High school degree,9/6/87,No,52,Unmarried
Water damage,17.883,No,199,2000,"50,000-249,999",Female,High school degree,7/1/06,No,24,Unmarried
Water damage,80.507,No,732,2000,"> 250,000",Female,Did not complete high school,4/7/78,No,115,Married
Water damage,4.46355,Yes,68,500,"> 250,000",Female,High school degree,10/27/08,No,24,Married
Theft/Vandalism,8.887,No,125,1000,"> 250,000",Male,High school degree,9/8/75,No,192,Married
Fire/Smoke,111.9699,Yes,262,1000,"50,000-249,999",Male,High school degree,7/28/92,No,56,Unmarried
Theft/Vandalism,6.104,No,261,3000,"50,000-249,999",Female,College degree,3/10/07,No,19,Married
Theft/Vandalism,2.203,No,66,500,"< 2,500",Female,High school degree,5/27/95,Yes,12,Unmarried
Water damage,48.915,No,458,2000,"50,000-249,999",Male,College degree,3/20/06,No,41,Married
Wind/Hail,7.117,No,106,200,"10,000-49,999",Female,Some college,10/31/83,Yes,112,Unmarried
Fire/Smoke,190.136,No,483,3000,"< 2,500",Male,College degree,5/12/08,No,60,Unmarried
Wind/Hail,16.176,No,116,1000,"50,000-249,999",Female,High school degree,7/27/04,No,88,Married
Wind/Hail,53.466,Yes,1012,3000,"10,000-49,999",Male,Some college,10/29/01,No,43,Unmarried
Wind/Hail,3.763,No,133,1000,"50,000-249,999",Female,High school degree,9/30/08,No,33,Married
Wind/Hail,5.464,No,158,3000,"< 2,500",Male,High school degree,9/3/96,No,76,Unmarried
Water damage,23.674,No,202,1000,"50,000-249,999",Female,High school degree,8/27/08,No,21,Married
Water damage,15.644,No,271,1000,"50,000-249,999",Male,High school degree,4/22/06,No,36,Unmarried
Water damage,61.628,No,706,1000,"10,000-49,999",Female,Some college,9/28/84,Yes,62,Married
Fire/Smoke,442,No,442,2000,"2,500-9,999",Female,College degree,1/18/07,No,43,Unmarried
Water damage,39.543,No,332,2000,"10,000-49,999",Female,Post-undergraduate degree,6/5/02,Yes,9,Married
Fire/Smoke,127,No,127,1000,"2,500-9,999",Male,Did not complete high school,10/30/89,No,82,Married
Contamination,220,No,220,3000,"> 250,000",Female,College degree,7/3/02,No,43,Married
Wind/Hail,9.979,No,270,1000,"> 250,000",Female,College degree,12/9/01,No,52,Married
Water damage,102.816,No,1008,3000,"> 250,000",Female,Some college,12/16/82,No,197,Unmarried
Theft/Vandalism,5.27625,Yes,120,2000,"50,000-249,999",Female,High school degree,6/18/08,No,22,Unmarried
Theft/Vandalism,13.24575,Yes,233,1000,"10,000-49,999",Male,Some college,4/1/04,No,66,Unmarried
Theft/Vandalism,6.03,No,84,3000,"10,000-49,999",Female,Post-undergraduate degree,6/13/07,No,47,Unmarried
Theft/Vandalism,3.066,Yes,80,1000,"> 250,000",Male,High school degree,2/7/04,No,48,Unmarried
Wind/Hail,19.271,No,218,3000,"< 2,500",Female,Post-undergraduate degree,9/26/00,No,195,Married
Theft/Vandalism,4.805,No,171,1000,"10,000-49,999",Female,Post-undergraduate degree,6/29/88,No,54,Unmarried
Theft/Vandalism,4.264,No,73,1000,"> 250,000",Male,High school degree,6/1/06,No,20,Married
Theft/Vandalism,8.546,No,112,1000,"2,500-9,999",Male,College degree,8/27/92,No,107,Married
Wind/Hail,5.7792,Yes,75,1000,"> 250,000",Male,High school degree,2/5/92,Yes,9,Married
Theft/Vandalism,8.669,No,144,3000,"50,000-249,999",Female,High school degree,7/1/88,Yes,28,Married
Contamination,45.448,No,113,500,"< 2,500",Male,Some college,5/10/08,No,25,Married
Contamination,68,No,68,1000,"> 250,000",Female,Some college,12/5/02,Yes,10,Unmarried
Water damage,50.627,No,534,1000,"> 250,000",Male,College degree,4/26/86,No,390,Married
Wind/Hail,6.276,No,71,500,"< 2,500",Female,Did not complete high school,8/2/03,No,29,Married
Wind/Hail,14.135,No,168,1000,"10,000-49,999",Female,Did not complete high school,2/15/74,No,154,Unmarried
Fire/Smoke,64,No,64,1000,"50,000-249,999",Male,Post-undergraduate degree,6/15/87,Yes,13,Married
Wind/Hail,11.28,No,205,3000,"10,000-49,999",Male,High school degree,2/28/90,No,120,Unmarried
Water damage,7.442,No,59,1000,"2,500-9,999",Male,Some college,3/6/65,Yes,19,Married
Fire/Smoke,36.593,No,102,1000,"2,500-9,999",Male,High school degree,1/4/81,Yes,17,Unmarried
Wind/Hail,12.55,No,255,1000,"10,000-49,999",Female,High school degree,2/6/95,No,42,Unmarried
Theft/Vandalism,28.892,No,384,2000,"2,500-9,999",Male,Some college,1/30/00,No,52,Unmarried
Wind/Hail,2.7279,Yes,65,1000,"50,000-249,999",Male,High school degree,5/6/02,No,27,Married
Theft/Vandalism,11.966,No,129,1000,"2,500-9,999",Female,High school degree,7/26/90,Yes,13,Unmarried
Fire/Smoke,181,No,181,3000,"50,000-249,999",Female,High school degree,7/30/81,No,91,Married
Theft/Vandalism,8.4357,Yes,121,3000,"50,000-249,999",Male,College degree,10/23/93,No,50,Married
Theft/Vandalism,2.746,No,134,1000,"50,000-249,999",Male,High school degree,2/25/72,No,226,Married
Wind/Hail,2.493,No,66,500,"> 250,000",Female,Some college,10/14/79,No,77,Married
Wind/Hail,4.87935,Yes,79,500,"10,000-49,999",Male,College degree,8/29/98,Yes,11,Married
Water damage,49.996,No,574,1000,"> 250,000",Female,High school degree,9/16/95,No,62,Unmarried
Wind/Hail,11.695,No,209,500,"> 250,000",Male,Some college,6/24/07,No,42,Married
Theft/Vandalism,5.34,No,240,3000,"50,000-249,999",Female,High school degree,12/20/08,No,23,Married
Contamination,141.607,No,381,1000,"> 250,000",Male,Did not complete high school,4/29/99,No,43,Unmarried
Water damage,14.401,No,98,1000,"2,500-9,999",Female,Did not complete high school,1/22/99,No,25,Unmarried
Water damage,36.134,No,365,1000,"< 2,500",Female,Post-undergraduate degree,8/17/02,No,88,Married
Fire/Smoke,614.354,No,1486,3000,"2,500-9,999",Female,Did not complete high school,7/27/01,No,54,Married
Water damage,33.611,No,322,1000,"2,500-9,999",Male,Did not complete high school,4/18/04,No,28,Married
Fire/Smoke,89,No,89,1000,"10,000-49,999",Male,College degree,1/30/96,No,79,Unmarried
Theft/Vandalism,39.846,No,270,1000,"50,000-249,999",Female,High school degree,1/28/02,No,65,Married
Fire/Smoke,70.787,No,162,1000,"> 250,000",Female,High school degree,3/14/89,No,120,Married
Water damage,98.963,No,374,2000,"2,500-9,999",Female,Did not complete high school,9/18/90,No,58,Unmarried
Wind/Hail,9.116,No,404,3000,"2,500-9,999",Female,Post-undergraduate degree,6/28/88,No,215,Unmarried
Fire/Smoke,989,No,989,3000,"> 250,000",Male,High school degree,10/13/94,No,56,Married
Wind/Hail,8.55,No,57,1000,"> 250,000",Male,Did not complete high school,4/11/04,No,25,Unmarried
Wind/Hail,43.604,No,738,3000,"50,000-249,999",Female,High school degree,10/24/83,No,186,Married
Fire/Smoke,128,No,128,1000,"10,000-49,999",Female,College degree,2/7/89,No,80,Unmarried
Water damage,21.926,No,220,2000,"50,000-249,999",Female,High school degree,10/30/04,No,17,Unmarried
Wind/Hail,48.729,No,1090,2000,"10,000-49,999",Female,College degree,9/2/06,No,36,Unmarried
Wind/Hail,18.736,No,389,1000,"2,500-9,999",Female,College degree,9/8/03,No,100,Married
Water damage,16.078,No,174,1000,"2,500-9,999",Male,High school degree,8/29/01,No,36,Married
Fire/Smoke,104.547,No,246,1000,"> 250,000",Female,High school degree,7/19/89,No,55,Married
Fire/Smoke,78.652,No,188,3000,"> 250,000",Male,High school degree,10/6/04,No,34,Married
Theft/Vandalism,16.11225,Yes,304,1000,"> 250,000",Female,College degree,10/19/03,No,77,Married
Fire/Smoke,52.5252,Yes,116,500,"> 250,000",Male,College degree,12/25/03,No,145,Unmarried
Theft/Vandalism,18.213,No,338,1000,"10,000-49,999",Female,Did not complete high school,7/9/97,No,30,Unmarried
Wind/Hail,22.781,No,298,500,"2,500-9,999",Female,High school degree,5/27/08,No,33,Married
Fire/Smoke,70.096,No,185,1000,"> 250,000",Female,High school degree,3/19/97,No,32,Unmarried
Fire/Smoke,132.267,No,319,500,"50,000-249,999",Female,Post-undergraduate degree,6/4/03,No,52,Married
Contamination,78.435,No,177,3000,"> 250,000",Male,Some college,1/23/02,No,32,Married
Wind/Hail,20.569,No,328,2000,"< 2,500",Female,High school degree,10/2/00,No,87,Unmarried
Wind/Hail,6.072,No,125,1000,"2,500-9,999",Male,Some college,5/16/05,No,16,Unmarried
Theft/Vandalism,6.466,No,78,500,"50,000-249,999",Female,Post-undergraduate degree,6/16/08,No,31,Unmarried
Fire/Smoke,285,No,285,1000,"50,000-249,999",Male,College degree,11/2/02,No,36,Married
